"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PLCG2",6.15375272013414e-09,1.07880189743537,0.255,0.03,0.000201461556551751,"0","PLCG2"
"PCNXL4",6.19170740704981e-09,0.601818037577462,0.429,0.104,0.000202704117091997,"0","PCNXL4"
"ABHD10",6.25130303856409e-09,0.134261275852369,0.704,0.249,0.000204655158876511,"0","ABHD10"
"PTPN13",6.25551082773882e-09,1.85344713434945,0.224,0.02,0.000204792913478513,"0","PTPN13"
"PPP6R3",6.27413113732809e-09,0.411525678047476,0.776,0.284,0.000205402505173847,"0","PPP6R3"
"SHOC2",6.28075616253766e-09,0.710950613787217,0.449,0.119,0.000205619395249158,"0","SHOC2"
"RNF130",6.28298467962084e-09,1.26430781100597,0.429,0.114,0.000205692352441427,"0","RNF130"
"MAD1L1",6.33791122544697e-09,0.864452695002301,0.459,0.124,0.000207490537698683,"0","MAD1L1"
"MIPOL1",6.42804301317388e-09,0.283269495479128,0.459,0.114,0.000210441272165286,"0","MIPOL1"
"CCNT2",6.49520140987807e-09,0.152453793902789,0.327,0.06,0.000212639903756588,"0","CCNT2"
"POR",6.52338093712833e-09,0.343691404787936,0.449,0.114,0.000213562445119707,"0","POR"
"DESI2",6.52424149895918e-09,0.245625776247718,0.52,0.164,0.000213590618192926,"0","DESI2"
"PCM1",6.62761134419807e-09,0.225978415832623,0.643,0.219,0.000216974740186357,"0","PCM1"
"AP2A2",6.62849340544271e-09,0.394739306211799,0.429,0.109,0.000217003617107383,"0","AP2A2"
"ADAM17",6.65117223054631e-09,0.654088259323108,0.429,0.104,0.000217746076483625,"0","ADAM17"
"RRN3",6.68509543547927e-09,0.445415138675609,0.398,0.095,0.00021885665436672,"0","RRN3"
"AL592183.1",6.70272813857342e-09,2.68445860400017,0.235,0.025,0.000219433913800617,"0","AL592183.1"
"UFM1",6.71052951921650e-09,0.440080362230484,0.5,0.149,0.00021968931540011,"0","UFM1"
"BCCIP",6.76279306133352e-09,0.55974112186248,0.827,0.353,0.000221400319241937,"0","BCCIP"
"UBA2",6.78631457464986e-09,0.320922526097315,0.816,0.308,0.000222170366544887,"0","UBA2"
"CACUL1",6.83232543472699e-09,0.44095257161876,0.51,0.149,0.000223676670082092,"0","CACUL1"
"HCFC1",6.87080273299368e-09,0.944136445900209,0.347,0.07,0.000224936339872747,"0","HCFC1"
"LETMD1",6.89697187292079e-09,0.374219082919453,0.418,0.104,0.000225793065175681,"0","LETMD1"
"NDUFS4",6.91907930982652e-09,0.198751474147233,0.663,0.224,0.000226516818445101,"0","NDUFS4"
"HIVEP1",6.93177897434844e-09,1.38783622733022,0.235,0.025,0.000226932580062219,"0","HIVEP1"
"CKAP5",6.94034881363168e-09,0.28849048602678,0.735,0.274,0.000227213139460674,"0","CKAP5"
"CCZ1",6.99007257177273e-09,1.21092855825857,0.347,0.075,0.000228840995854696,"0","CCZ1"
"RNF121",7.12402131866475e-09,1.31974164870155,0.296,0.05,0.000233226209930447,"0","RNF121"
"TBC1D30",7.12939148448732e-09,0.310143495760193,0.459,0.119,0.000233402018419146,"0","TBC1D30"
"CD59",7.27083535847869e-09,0.18971181784814,0.459,0.124,0.000238032607965875,"0","CD59"
"SIN3A",7.28594795632245e-09,0.229250294956885,0.398,0.095,0.000238527364194084,"0","SIN3A"
"LATS2",7.32017901331156e-09,1.4583944208779,0.286,0.045,0.000239648020537794,"0","LATS2"
"DIDO1",7.32175615688932e-09,0.94278179892905,0.429,0.114,0.000239699653064243,"0","DIDO1"
"INPP5F",7.3334457868208e-09,0.819394703146842,0.296,0.05,0.00024008234816894,"0","INPP5F"
"MTMR4",7.34447350743901e-09,1.21822820815956,0.265,0.035,0.000240443373686538,"0","MTMR4"
"FGFR1",7.35802918077206e-09,1.10583112946691,0.357,0.075,0.000240887159320116,"0","FGFR1"
"MCM9",7.45456715863716e-09,0.707743509052919,0.357,0.075,0.000244047619639463,"0","MCM9"
"ATP6V1H",7.55233634963084e-09,0.937486233100434,0.357,0.075,0.000247248387414214,"0","ATP6V1H"
"TRAF3IP1",7.55955613071696e-09,0.462200993434409,0.408,0.095,0.000247484748607412,"0","TRAF3IP1"
"DERA",7.56098134088896e-09,0.736089140309243,0.378,0.085,0.000247531407138023,"0","DERA"
"TIMMDC1",7.59465545260313e-09,0.335287148206329,0.612,0.199,0.000248633830207321,"0","TIMMDC1"
"CHRNA7",7.70492135960858e-09,2.08098375070121,0.224,0.02,0.000252243715470866,"0","CHRNA7"
"TJP2",7.81627092622808e-09,0.152402695855378,0.265,0.035,0.000255889077582855,"0","TJP2"
"EIF2B5",7.86782417259016e-09,1.03369994439512,0.347,0.075,0.000257576827762257,"0","EIF2B5"
"SNX5",7.97942809498821e-09,0.450918280416074,0.653,0.224,0.000261230516973724,"0","SNX5"
"ZNF512",7.9998444704267e-09,1.91126371410058,0.286,0.045,0.000261898908272829,"0","ZNF512"
"SRBD1",8.03866760121315e-09,0.37366068187202,0.612,0.204,0.000263169899928516,"0","SRBD1"
"TERF1",8.05960889249624e-09,0.423306356690435,0.49,0.144,0.000263855475922542,"0","TERF1"
"TIMM21",8.1259201772442e-09,1.00931438065125,0.367,0.08,0.000266026374762621,"0","TIMM21"
"STXBP5",8.15530733853271e-09,0.533125952146438,0.378,0.085,0.000266988451648884,"0","STXBP5"
"PMPCA",8.1609788413637e-09,0.102663122200215,0.551,0.164,0.000267174125308565,"0","PMPCA"
"TMEM87A",8.20694766812981e-09,0.352953347310483,0.48,0.129,0.000268679052759234,"0","TMEM87A"
"TIMELESS",8.20951276041585e-09,0.780239995417271,0.367,0.085,0.000268763028750494,"0","TIMELESS"
"RTN3",8.25523941455301e-09,0.199900841486712,0.684,0.234,0.000270260027953637,"0","RTN3"
"PIAS2",8.27249688903487e-09,0.746963883924479,0.357,0.075,0.000270825003153224,"0","PIAS2"
"RNF34",8.27985410588086e-09,0.536627063551681,0.5,0.144,0.000271065863718328,"0","RNF34"
"FBXW2",8.32632599121392e-09,0.472954168123402,0.378,0.09,0.000272587260300361,"0","FBXW2"
"HS2ST1",8.36127868591213e-09,1.02752465881962,0.388,0.09,0.000273731541619391,"0","HS2ST1"
"FBXO11",8.53099139807909e-09,0.462143640503697,0.541,0.164,0.000279287596390313,"0","FBXO11"
"BID",8.5487664825707e-09,0.230209914661796,0.49,0.139,0.000279869517106399,"0","BID"
"VPS13A",8.57857026965568e-09,0.686772408793876,0.51,0.144,0.000280845233487988,"0","VPS13A"
"IMMP1L",8.6651118023597e-09,0.422635942193363,0.582,0.194,0.000283678430185652,"0","IMMP1L"
"XRCC4",8.68685930092542e-09,0.143593995086797,0.735,0.254,0.000284390399793696,"0","XRCC4"
"NEDD4",8.71345345735361e-09,1.11285332784684,0.316,0.06,0.000285261039286843,"0","NEDD4"
"SMYD4",8.77516992744957e-09,1.14464999788599,0.306,0.05,0.000287281513084844,"0","SMYD4"
"GULP1",8.78397613669155e-09,0.389147701967658,0.694,0.254,0.000287569810763008,"0","GULP1"
"LRCH3",8.8150575614757e-09,0.705933072596392,0.408,0.1,0.000288587354447591,"0","LRCH3"
"DTWD1",8.91242358340812e-09,0.19408306272035,0.52,0.159,0.000291774923273615,"0","DTWD1"
"PABPN1",8.94866668922852e-09,0.205418501402523,0.663,0.229,0.000292961450071963,"0","PABPN1"
"C18orf25",8.97210411982659e-09,0.801230420418367,0.398,0.095,0.000293728744674883,"0","C18orf25"
"SAR1A",9.00152971594109e-09,0.332996183481634,0.49,0.134,0.000294692079840479,"0","SAR1A"
"SSH1",9.0603406428619e-09,0.613196603937451,0.51,0.149,0.000296617431966013,"0","SSH1"
"NUTM2A-AS1",9.08857304920786e-09,0.406936031328226,0.541,0.164,0.000297541704484967,"0","NUTM2A-AS1"
"ACOX1",9.10667331481535e-09,1.13293573254481,0.296,0.05,0.000298134270980425,"0","ACOX1"
"USP48",9.13522274965576e-09,0.204436632318942,0.5,0.144,0.00029906892237823,"0","USP48"
"STT3A",9.24491115694584e-09,0.477791884419277,0.5,0.139,0.000302659901456093,"0","STT3A"
"UTRN",9.36502737591892e-09,0.734176633087931,0.378,0.085,0.000306592266232834,"0","UTRN"
"KMT2B",9.45714030284389e-09,2.20684161740433,0.255,0.035,0.000309607859234503,"0","KMT2B"
"USP8",9.50161884730215e-09,0.695680281384607,0.52,0.159,0.000311063997822978,"0","USP8"
"IRF2BP2",9.57462089377052e-09,0.686054743426084,0.276,0.04,0.000313453938820259,"0","IRF2BP2"
"SPTLC1",9.59016405140003e-09,0.466520762759355,0.408,0.1,0.000313962790714734,"0","SPTLC1"
"RRP1B",9.65396127317732e-09,0.292775662150264,0.643,0.224,0.000316051384161279,"0","RRP1B"
"ARSG",9.86482306606807e-09,2.05899605042916,0.245,0.03,0.000322954577536937,"0","ARSG"
"C11orf80",9.8674259847192e-09,1.89652690743714,0.276,0.04,0.000323039791887737,"0","C11orf80"
"XXYLT1",9.88384155340342e-09,0.898110159681023,0.306,0.055,0.000323577204775321,"0","XXYLT1"
"KIAA1715",9.97855273512802e-09,0.731031761883389,0.286,0.045,0.000326677859442621,"0","KIAA1715"
"ESYT2",1.00357957721362e-08,0.641429070081605,0.48,0.129,0.000328551881988195,"0","ESYT2"
"BTBD9",1.0090676825183e-08,0.3666663607958,0.5,0.139,0.00033034857790284,"0","BTBD9"
"VTA1",1.01185343483285e-08,0.316885828452781,0.571,0.189,0.000331260577495578,"0","VTA1"
"B3GNT2",1.01261794540623e-08,0.339949200819857,0.286,0.045,0.000331510862967093,"0","B3GNT2"
"MMADHC",1.01738612644947e-08,0.4204422386635,0.653,0.214,0.000333071870077027,"0","MMADHC"
"CCDC18",1.01910177325116e-08,0.736026229207133,0.51,0.159,0.000333633538526964,"0","CCDC18"
"LSM14A",1.02590688651005e-08,0.164463693606313,0.806,0.294,0.000335861396505661,"0","LSM14A"
"LUZP1",1.03181506499971e-08,0.713172929761652,0.388,0.09,0.000337795615979605,"0","LUZP1"
"BBIP1",1.03966935950289e-08,0.107608127261128,0.429,0.114,0.000340366954914055,"0","BBIP1"
"SMIM4",1.04258725110919e-08,0.999234944602512,0.398,0.1,0.000341322214268126,"0","SMIM4"
"CENPQ",1.04844449810211e-08,1.52953925906506,0.337,0.075,0.000343239759788669,"0","CENPQ"
"PHF6",1.05075608687249e-08,0.37460204412135,0.469,0.129,0.000343996527720315,"0","PHF6"
"CDC14B",1.05759513593028e-08,1.14690346320475,0.327,0.065,0.000346235495600855,"0","CDC14B"
"DNAJA4",1.06956068751034e-08,0.12665016235764,0.357,0.07,0.000350152777877135,"0","DNAJA4"
"ATF2",1.07144437192812e-08,1.10189645412062,0.316,0.06,0.000350769458481828,"0","ATF2"
"LIMA1",1.07693568356367e-08,0.219784913426309,0.602,0.199,0.000352567204085075,"0","LIMA1"
"SEC13",1.08328076441999e-08,0.451942060017738,0.49,0.144,0.000354644456655817,"0","SEC13"
"MIR181A1HG",1.08670065049999e-08,1.73056065241888,0.204,0.015,0.000355764058960688,"0","MIR181A1HG"
"NOP58",1.10320103388462e-08,0.438465274882636,0.898,0.373,0.000361165954473146,"0","NOP58"
"PBX4",1.10659033220085e-08,1.59564758962109,0.204,0.015,0.000362275542955916,"0","PBX4"
"PICALM",1.11505219145631e-08,0.378214693854768,0.52,0.149,0.000365045786438968,"0","PICALM"
"POLH",1.11545383282559e-08,3.87074418992557,0.173,0.005,0.000365177275790441,"0","POLH"
"RBM5",1.13742707492104e-08,0.67577237366219,0.408,0.104,0.000372370875787651,"0","RBM5"
"COG5",1.13845988999442e-08,0.343908275654154,0.459,0.119,0.000372708998786374,"0","COG5"
"RCN1",1.14528002969336e-08,0.335353356100051,0.51,0.154,0.000374941776121012,"0","RCN1"
"TANC1",1.15460031288875e-08,1.045109797277,0.367,0.085,0.000377993050433518,"0","TANC1"
"CTBP1",1.15699238068522e-08,0.270378339570446,0.612,0.199,0.000378776165588728,"0","CTBP1"
"CACNB4",1.16168767887976e-08,2.58418985942568,0.173,0.005,0.000380313312311656,"0","CACNB4"
"GLIS3",1.16168767887976e-08,2.78560007322294,0.173,0.005,0.000380313312311656,"0","GLIS3"
"KAT6B",1.16210399053767e-08,0.63831752349434,0.398,0.1,0.000380449604422224,"0","KAT6B"
"KLHL42",1.17538308632961e-08,0.188836391558096,0.367,0.08,0.000384796914802588,"0","KLHL42"
"C16orf52",1.17698315802661e-08,0.550384335917867,0.673,0.249,0.000385320746274753,"0","C16orf52"
"RANBP9",1.18129725337011e-08,1.20298210682591,0.429,0.114,0.000386733094808307,"0","RANBP9"
"H2AFV",1.19081702850449e-08,0.299078386899106,0.776,0.279,0.000389849678791799,"0","H2AFV"
"GAS2L1",1.20293926003274e-08,1.44520504181662,0.265,0.04,0.000393818254949519,"0","GAS2L1"
"MYO1D",1.20350247687775e-08,0.521657952516548,0.357,0.075,0.000394002640880237,"0","MYO1D"
"USP15",1.20459713491976e-08,0.134540924646496,0.633,0.219,0.00039436101003003,"0","USP15"
"ATL2",1.20678308958241e-08,0.581680270301851,0.541,0.164,0.000395076647867489,"0","ATL2"
"TMEM135",1.21232284511e-08,0.34884777132524,0.48,0.129,0.000396890253032113,"0","TMEM135"
"USP54",1.21750637205593e-08,1.53907595292008,0.276,0.04,0.00039858723608367,"0","USP54"
"TDG",1.21906088246217e-08,0.681046251882859,0.469,0.134,0.000399096151700464,"0","TDG"
"MRPL32",1.22121426797075e-08,0.277389139917332,0.561,0.164,0.000399801127048265,"0","MRPL32"
"REXO1",1.22165552482106e-08,1.26564688284987,0.276,0.045,0.000399945585715918,"0","REXO1"
"COPS2",1.22267289113016e-08,0.339478794310126,0.684,0.244,0.000400278651098192,"0","COPS2"
"SERINC5",1.23050657607772e-08,1.17007498188938,0.296,0.05,0.000402843242876324,"0","SERINC5"
"APTX",1.23275736858476e-08,0.292809986212066,0.5,0.149,0.000403580107327278,"0","APTX"
"LYRM4",1.2424584407685e-08,0.185764287520906,0.633,0.214,0.000406756044338793,"0","LYRM4"
"MRPS6",1.2544026282584e-08,0.377307557247462,0.52,0.154,0.000410666332439236,"0","MRPS6"
"TFRC",1.25685924551625e-08,0.333806632294374,0.786,0.308,0.00041147057979711,"0","TFRC"
"PRKAR2A",1.25896021100991e-08,0.276594973615615,0.571,0.184,0.000412158393880425,"0","PRKAR2A"
"CHCHD3",1.27424810645502e-08,0.258473049718391,0.837,0.318,0.000417163345091245,"0","CHCHD3"
"GALK2",1.27436799063367e-08,0.897823704386166,0.347,0.075,0.00041720259277365,"0","GALK2"
"ASXL1",1.29197705893171e-08,0.549369612757781,0.551,0.179,0.000422967449553062,"0","ASXL1"
"UBE3C",1.29743779885907e-08,0.31724704410651,0.714,0.259,0.000424755186590483,"0","UBE3C"
"AXL",1.30207443612508e-08,0.336293470212288,0.378,0.09,0.000426273128898628,"0","AXL"
"TBCK",1.30960806623017e-08,0.251611284998751,0.418,0.104,0.000428739488722432,"0","TBCK"
"PRKD2",1.31118865562726e-08,2.31445381568497,0.214,0.02,0.000429256942079252,"0","PRKD2"
"TMEM180",1.31133550885822e-08,1.32744593633908,0.357,0.08,0.000429305018890003,"0","TMEM180"
"GINM1",1.32690277887138e-08,0.822788942013101,0.337,0.075,0.000434401431746913,"0","GINM1"
"CCDC64",1.33415521728404e-08,1.40550303217169,0.214,0.02,0.00043677573503445,"0","CCDC64"
"TTC37",1.34078673965818e-08,0.5977033583855,0.418,0.104,0.000438946762829295,"0","TTC37"
"FBXL5",1.34431829855644e-08,0.428800200784875,0.347,0.07,0.000440102924581408,"0","FBXL5"
"BPTF",1.34551343065054e-08,0.222055355065673,0.898,0.368,0.000440494186926372,"0","BPTF"
"MPP7",1.34840455383394e-08,0.451821175999763,0.52,0.159,0.000441440682834154,"0","MPP7"
"TMEM14B",1.35505122458362e-08,0.368098255389299,0.735,0.269,0.000443616669904185,"0","TMEM14B"
"BAZ1A",1.35727084400701e-08,0.22344500185276,0.643,0.224,0.000444343328911013,"0","BAZ1A"
"SERPINE2",1.37011704863827e-08,0.557305005972883,0.582,0.189,0.000448548919383198,"0","SERPINE2"
"FBXW8",1.37094408734705e-08,1.14187794669417,0.316,0.06,0.000448819675315676,"0","FBXW8"
"PPARGC1B",1.37100326324935e-08,1.21394315973289,0.235,0.025,0.000448839048322571,"0","PPARGC1B"
"EBAG9",1.37210662661353e-08,0.399367154613993,0.388,0.1,0.000449200267420737,"0","EBAG9"
"KTN1-AS1",1.37617903419255e-08,0.236417619277641,0.316,0.055,0.000450533492213958,"0","KTN1-AS1"
"PPP1R12B",1.37650747258113e-08,1.49059244335722,0.286,0.045,0.00045064101637361,"0","PPP1R12B"
"SEZ6L2",1.37847460637463e-08,2.03566051028149,0.265,0.04,0.000451285016634925,"0","SEZ6L2"
"IER3",1.3819768227009e-08,0.263936073116962,0.908,0.358,0.000452431572215821,"0","IER3"
"ARID1A",1.38443736360207e-08,0.435429360948381,0.52,0.159,0.000453237104096045,"0","ARID1A"
"NUP133",1.38517191815086e-08,0.497428411952122,0.367,0.08,0.000453477582564229,"0","NUP133"
"ZFAND1",1.40388982857038e-08,0.349320809127774,0.612,0.204,0.000459605452077372,"0","ZFAND1"
"USP42",1.4169104069582e-08,1.7185884675985,0.235,0.025,0.000463868129029976,"0","USP42"
"PKD2",1.42175515056485e-08,0.543910799631004,0.306,0.055,0.000465454201191921,"0","PKD2"
"IPO9",1.44430207090805e-08,0.197913736731858,0.48,0.139,0.000472835611973876,"0","IPO9"
"ACYP1",1.46183749361054e-08,0.314254497393497,0.49,0.139,0.000478576358658218,"0","ACYP1"
"MTERFD1",1.46491749499342e-08,1.11933930325553,0.367,0.085,0.000479584689510945,"0","MTERFD1"
"JOSD1",1.46491749499342e-08,0.914113867001371,0.367,0.085,0.000479584689510945,"0","JOSD1"
"GUSB",1.47730741485906e-08,1.88992296265999,0.204,0.015,0.000483640901476558,"0","GUSB"
"VPRBP",1.48750950105212e-08,0.188035408556494,0.48,0.134,0.000486980860454442,"0","VPRBP"
"ATM",1.51304376923351e-08,0.769084759685131,0.398,0.1,0.000495340269171667,"0","ATM"
"FARP1",1.52271384601928e-08,0.481067447618245,0.378,0.085,0.000498506058909791,"0","FARP1"
"RIC8B",1.52285450949548e-08,0.732369831842709,0.276,0.04,0.00049855210931863,"0","RIC8B"
"KIAA0907",1.53528439426395e-08,1.08716166936823,0.357,0.075,0.000502621404994132,"0","KIAA0907"
"HOOK3",1.54739842937451e-08,0.511268454257023,0.408,0.104,0.000506587297808627,"0","HOOK3"
"PRMT3",1.55271522515443e-08,0.295188292125811,0.51,0.144,0.000508327910411057,"0","PRMT3"
"PRKAG1",1.56549834573489e-08,0.696976623850279,0.378,0.095,0.000512512848426687,"0","PRKAG1"
"ALKBH5",1.56824159270345e-08,0.476235899208012,0.398,0.1,0.000513410932619254,"0","ALKBH5"
"USP39",1.56931849706046e-08,0.206815007508636,0.449,0.119,0.000513763489567654,"0","USP39"
"CDK7",1.58352544806663e-08,1.02289427247142,0.398,0.104,0.000518414561188053,"0","CDK7"
"CIAPIN1",1.58829175424948e-08,0.601533183672301,0.449,0.124,0.000519974954506193,"0","CIAPIN1"
"JPH1",1.58947285321304e-08,0.633897062394484,0.296,0.05,0.000520361622684886,"0","JPH1"
"USP1",1.59875608760633e-08,0.289300764783488,0.531,0.169,0.00052340076796056,"0","USP1"
"OTUD3",1.61596790465179e-08,1.21001532413572,0.276,0.045,0.000529035572624904,"0","OTUD3"
"CPNE7",1.62217717204456e-08,0.586535712898643,0.52,0.164,0.000531068362583949,"0","CPNE7"
"MAP3K13",1.62316648422322e-08,0.232912095535998,0.459,0.129,0.000531392243604997,"0","MAP3K13"
"H2AFY",1.63594292187493e-08,0.272560271308093,0.827,0.303,0.000535574993763415,"0","H2AFY"
